domain	phylum	class	order	family	genus	otu.id
OTU_676	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Alcaligenaceae	NA	OTU_676
OTU_677	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinocatenispora	OTU_677
OTU_678	d:Bacteria	p:Armatimonadetes	g:Armatimonadetes_gp5	NA	NA	NA	OTU_678
OTU_680	d:Bacteria	NA	NA	NA	NA	NA	OTU_680
OTU_682	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_682
OTU_687	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_687
OTU_694	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_694
OTU_697	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	g:Paraburkholderia	OTU_697
OTU_698	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_698
OTU_699	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_699
OTU_700	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_700
OTU_702	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_702
OTU_708	d:Bacteria	p:Chloroflexi	c:Ktedonobacteria	NA	NA	NA	OTU_708
OTU_710	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_710
OTU_713	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Flavisolibacter	OTU_713
OTU_714	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_714
OTU_717	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylorubrum	OTU_717
OTU_720	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_720
OTU_722	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_722
OTU_723	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_723
OTU_724	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_724
OTU_726	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_726
OTU_727	NA	NA	NA	NA	NA	NA	OTU_727
OTU_729	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Kaistiaceae	g:Kaistia	OTU_729
OTU_733	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Occallatibacter	NA	NA	OTU_733
OTU_736	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_736
OTU_737	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Bradyrhizobiaceae	NA	OTU_737
OTU_738	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Chryseobacterium	OTU_738
OTU_739	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_2	g:Pullulanibacillus	OTU_739
OTU_740	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	g:Alkalihalobacillus	OTU_740
OTU_742	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_742
OTU_743	NA	NA	NA	NA	NA	NA	OTU_743
OTU_744	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	f:Erwiniaceae	g:Pantoea	OTU_744
OTU_745	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_745
OTU_746	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	NA	NA	NA	OTU_746
OTU_749	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Stenotrophomonas	OTU_749
OTU_753	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_753
OTU_754	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_754
OTU_755	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	NA	NA	OTU_755
OTU_756	d:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	OTU_756
OTU_758	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	NA	OTU_758
OTU_759	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Corynebacteriaceae	g:Corynebacterium	OTU_759
OTU_761	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_761
OTU_764	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_764
OTU_767	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_767
OTU_768	d:Bacteria	NA	NA	NA	NA	NA	OTU_768
OTU_769	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Stenotrophomonas	OTU_769
OTU_771	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_771
OTU_774	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingobium	OTU_774
OTU_775	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	NA	OTU_775
OTU_776	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_776
OTU_777	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_777
OTU_779	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Paenibacillaceae_1	g:Cohnella	OTU_779
OTU_782	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Isosphaeraceae	NA	OTU_782
OTU_786	d:Bacteria	p:Bacteroidetes	c:Bacteroidia	o:Bacteroidales	f:Prevotellaceae	g:Prevotella	OTU_786
OTU_789	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Patulibacteraceae	g:Patulibacter	OTU_789
OTU_790	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_790
OTU_791	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_791
OTU_793	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	NA	OTU_793
OTU_796	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_796
OTU_797	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Phyllobacteriaceae	g:Corticibacterium	OTU_797
OTU_802	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	NA	NA	NA	OTU_802
OTU_803	d:Bacteria	p:Proteobacteria	NA	NA	NA	NA	OTU_803
OTU_808	d:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Roseisolibacter	OTU_808
OTU_814	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_814
OTU_816	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Siphonobacter	OTU_816
OTU_819	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_819
OTU_825	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Rhodanobacteraceae	NA	OTU_825
OTU_828	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_828
OTU_831	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Carnobacteriaceae	g:Jeotgalibaca	OTU_831
OTU_834	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Gp1	NA	NA	OTU_834
OTU_836	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Clostridiaceae_1	g:Clostridium_sensu_stricto	OTU_836
OTU_838	NA	NA	NA	NA	NA	NA	OTU_838
OTU_839	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidisoma	OTU_839
OTU_840	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_840
OTU_842	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_842
OTU_843	d:Bacteria	NA	NA	NA	NA	NA	OTU_843
OTU_844	d:Bacteria	p:Deinococcus-Thermus	c:Deinococci	o:Deinococcales	f:Deinococcaceae	g:Deinococcus	OTU_844
OTU_847	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_847
OTU_850	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Aerococcaceae	g:Aerococcus	OTU_850
OTU_851	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_851
OTU_853	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Dyadobacter	OTU_853
OTU_855	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_855
OTU_867	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_867
OTU_868	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Leuconostoc	OTU_868
OTU_870	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Cellvibrionales	f:Cellvibrionaceae	g:Gilvimarinus	OTU_870
OTU_881	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_881
OTU_884	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_884
OTU_885	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_885
OTU_888	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Caulobacter	OTU_888
OTU_890	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_890
OTU_895	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Rugosimonospora	OTU_895
OTU_896	d:Bacteria	p:Abditibacteriota	c:Abditibacteria	o:Abditibacteriales	f:Abditibacteriaceae	g:Abditibacterium	OTU_896
OTU_897	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Paenibacillaceae_1	g:Paenibacillus	OTU_897
OTU_899	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_899
OTU_908	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Lachnospiraceae	NA	OTU_908
OTU_912	d:Bacteria	NA	NA	NA	NA	NA	OTU_912
OTU_913	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_913
OTU_915	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_915
OTU_916	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Dyadobacter	OTU_916
OTU_919	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Cystobacteraceae	g:Cystobacter	OTU_919
OTU_920	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_920
OTU_921	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Enteractinococcus	OTU_921
OTU_922	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Intrasporangiaceae	NA	OTU_922
OTU_923	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_923
OTU_924	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	NA	OTU_924
OTU_925	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_925
OTU_926	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_926
OTU_927	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	NA	OTU_927
OTU_928	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	NA	NA	OTU_928
OTU_929	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	g:Bacillus	OTU_929
OTU_936	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Sporichthyales	f:Sporichthyaceae	g:Sporichthya	OTU_936
OTU_937	d:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:Ktedonobacterales	f:Dictyobacteraceae	g:Dictyobacter	OTU_937
OTU_939	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_939
OTU_941	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Clostridiaceae_1	g:Clostridium_sensu_stricto	OTU_941
OTU_942	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Gp1	NA	NA	OTU_942
OTU_944	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Terriglobus	NA	NA	OTU_944
OTU_945	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_945
OTU_949	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_949
OTU_950	d:Bacteria	NA	NA	NA	NA	NA	OTU_950
OTU_952	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_952
OTU_954	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Adhaeribacter	OTU_954
OTU_955	d:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	OTU_955
OTU_956	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	NA	OTU_956
OTU_958	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	NA	OTU_958
OTU_961	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	NA	OTU_961
OTU_962	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_962
OTU_963	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_963
OTU_965	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_965
OTU_966	d:Bacteria	NA	NA	NA	NA	NA	OTU_966
OTU_968	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_968
OTU_971	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_971
OTU_973	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	NA	OTU_973
OTU_974	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Frankiaceae	g:Jatrophihabitans	OTU_974
OTU_975	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_975
OTU_977	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_977
OTU_978	d:Bacteria	p:Cyanobacteria/Chloroplast	NA	NA	NA	NA	OTU_978
OTU_982	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_982
OTU_984	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_984
OTU_985	NA	NA	NA	NA	NA	NA	OTU_985
OTU_987	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_987
OTU_991	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_991
OTU_992	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	f:Enterobacteriaceae	NA	OTU_992
OTU_993	NA	NA	NA	NA	NA	NA	OTU_993
OTU_998	d:Bacteria	NA	NA	NA	NA	NA	OTU_998
OTU_1002	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	NA	OTU_1002
OTU_1003	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	f:Nocardiopsaceae	g:Marinitenerispora	OTU_1003
OTU_1008	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	g:Novosphingobium	OTU_1008
OTU_1010	d:Bacteria	NA	NA	NA	NA	NA	OTU_1010
OTU_1011	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1011
OTU_1013	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1013
OTU_1014	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1014
OTU_1016	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1016
OTU_1021	d:Bacteria	p:Armatimonadetes	c:Chthonomonadetes	o:Chthonomonadales	f:Chthonomonadaceae	g:Chthonomonas/Armatimonadetes_gp3	OTU_1021
OTU_1024	d:Bacteria	NA	NA	NA	NA	NA	OTU_1024
OTU_1025	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_1025
OTU_1030	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Paracnuella	OTU_1030
OTU_1034	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1034
OTU_1037	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp16	g:Gp16	NA	NA	OTU_1037
OTU_1044	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_1044
OTU_1045	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_1045
OTU_1050	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	g:Nitrosospira	OTU_1050
OTU_1052	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	g:Microlunatus	OTU_1052
OTU_1053	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_1053
OTU_1054	d:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	NA	NA	OTU_1054
OTU_1055	d:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	OTU_1055
OTU_1057	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Catenulisporales	f:Actinospicaceae	g:Actinocrinis	OTU_1057
OTU_1058	d:Archaea	p:Euryarchaeota	c:Methanobacteria	o:Methanobacteriales	f:Methanobacteriaceae	g:Methanobrevibacter	OTU_1058
OTU_1059	NA	NA	NA	NA	NA	NA	OTU_1059
OTU_1060	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	NA	NA	NA	OTU_1060
OTU_1061	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1061
OTU_1065	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1065
OTU_1067	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_1067
OTU_1070	d:Bacteria	p:Deinococcus-Thermus	c:Deinococci	o:Deinococcales	f:Deinococcaceae	g:Deinococcus	OTU_1070
OTU_1071	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Catenulisporales	f:Actinospicaceae	g:Actinospica	OTU_1071
OTU_1073	NA	NA	NA	NA	NA	NA	OTU_1073
OTU_1074	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_1074
OTU_1076	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_1076
OTU_1085	NA	NA	NA	NA	NA	NA	OTU_1085
OTU_1086	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_1086
OTU_1090	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	f:Streptosporangiaceae	g:Microbispora	OTU_1090
OTU_1092	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Variovorax	OTU_1092
OTU_1095	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_1095
OTU_1099	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Peptostreptococcaceae	g:Clostridioides	OTU_1099
OTU_1104	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1104
OTU_1105	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	NA	NA	NA	OTU_1105
OTU_1106	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1106
OTU_1107	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1107
OTU_1110	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_1110
OTU_1113	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_1113
OTU_1116	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	g:Croceibacterium	OTU_1116
OTU_1117	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1117
OTU_1118	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	NA	OTU_1118
OTU_1119	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	NA	OTU_1119
OTU_1120	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	NA	OTU_1120
OTU_1123	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Hydrobacter	OTU_1123
OTU_1124	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_1124
OTU_1126	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1126
OTU_1128	NA	NA	NA	NA	NA	NA	OTU_1128
OTU_1129	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Comamonas	OTU_1129
OTU_1130	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	NA	NA	NA	OTU_1130
OTU_1132	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_1132
OTU_1133	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	NA	NA	NA	OTU_1133
OTU_1135	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Flavisolibacter	OTU_1135
OTU_1136	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_1136
OTU_1137	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_1137
OTU_1139	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1139
OTU_1140	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Dactylosporangium	OTU_1140
OTU_1141	d:Bacteria	p:Chloroflexi	c:Thermomicrobia	o:Sphaerobacterales	f:Sphaerobacteraceae	NA	OTU_1141
OTU_1142	d:Bacteria	p:Cyanobacteria/Chloroplast	NA	NA	NA	NA	OTU_1142
OTU_1145	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Glutamicibacter	OTU_1145
OTU_1147	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_1147
OTU_1152	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Aerococcaceae	g:Facklamia	OTU_1152
OTU_1153	d:Bacteria	p:Verrucomicrobia	c:Subdivision3	g:Subdivision3_genera_incertae_sedis	NA	NA	OTU_1153
OTU_1155	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_1155
