domain	phylum	class	order	family	genus	otu.id
OTU_3684	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_3684
OTU_3703	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Devosiaceae	g:Devosia	OTU_3703
OTU_3743	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_3743
OTU_3749	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_3749
OTU_3777	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Frankiaceae	g:Jatrophihabitans	OTU_3777
OTU_3778	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_3778
OTU_3780	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_3780
OTU_3782	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_3782
OTU_3812	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Planococcaceae	NA	OTU_3812
OTU_3827	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_3827
OTU_3862	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_3862
OTU_3873	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	NA	OTU_3873
OTU_3924	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_3924
OTU_3956	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinoplanes	OTU_3956
OTU_3963	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_3963
OTU_3984	NA	NA	NA	NA	NA	NA	OTU_3984
OTU_4024	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Modestobacter	OTU_4024
OTU_4025	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_4025
OTU_4097	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_4097
OTU_4100	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_4100
OTU_4174	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_4174
OTU_4175	NA	NA	NA	NA	NA	NA	OTU_4175
OTU_4196	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_4196
OTU_4283	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_4283
OTU_4285	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_4285
OTU_4299	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	NA	OTU_4299
OTU_4343	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_4343
OTU_4403	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_4403
OTU_4464	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_4464
OTU_4495	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	NA	OTU_4495
OTU_4521	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	NA	NA	NA	OTU_4521
OTU_4596	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	NA	NA	NA	OTU_4596
OTU_4599	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_4599
OTU_4671	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Bradyrhizobiaceae	g:Bradyrhizobium	OTU_4671
OTU_4688	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_4688
OTU_4694	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	NA	NA	OTU_4694
OTU_4702	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_4702
OTU_4807	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_4807
OTU_4858	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_4858
OTU_4875	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_4875
OTU_4880	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Microbacterium	OTU_4880
OTU_4941	d:Bacteria	NA	NA	NA	NA	NA	OTU_4941
OTU_4966	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	NA	OTU_4966
OTU_5122	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_5122
OTU_5196	NA	NA	NA	NA	NA	NA	OTU_5196
OTU_5217	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_5217
OTU_5317	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	NA	NA	OTU_5317
OTU_5479	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_5479
OTU_5612	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Devosiaceae	g:Devosia	OTU_5612
OTU_5692	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Bifidobacteriales	f:Bifidobacteriaceae	g:Bifidobacterium	OTU_5692
OTU_6052	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	NA	OTU_6052
OTU_6134	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_6134
OTU_6219	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Nakamurellales	f:Nakamurellaceae	g:Nakamurella	OTU_6219
OTU_6297	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	OTU_6297
OTU_6384	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	NA	OTU_6384
OTU_6452	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_6452
OTU_6583	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_6583
OTU_6584	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_6584
OTU_6612	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_6612
OTU_6953	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_6953
OTU_7029	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_7029
OTU_7157	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_7157
OTU_7375	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Planococcaceae	NA	OTU_7375
OTU_7473	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_7473
OTU_7604	NA	NA	NA	NA	NA	NA	OTU_7604
OTU_7614	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_7614
OTU_7615	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Peptostreptococcaceae	g:Romboutsia	OTU_7615
OTU_7621	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_7621
OTU_7668	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_7668
OTU_7852	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_7852
OTU_8288	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_8288
OTU_8404	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_8404
OTU_8520	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_8520
OTU_8968	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinoplanes	OTU_8968
OTU_9089	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	NA	NA	NA	OTU_9089
OTU_9114	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_9114
OTU_9305	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_9305
OTU_9514	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_9514
OTU_10215	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_10215
OTU_10280	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_10280
OTU_10543	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	NA	NA	OTU_10543
OTU_10931	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Rhodopila	OTU_10931
OTU_10960	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	NA	NA	NA	OTU_10960
OTU_11040	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_11040
OTU_11054	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_11054
OTU_11704	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_11704
OTU_12364	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Catenulisporales	f:Actinospicaceae	g:Actinocrinis	OTU_12364
OTU_12436	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	OTU_12436
OTU_12444	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_12444
OTU_12980	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	f:Erwiniaceae	g:Pantoea	OTU_12980
OTU_12983	NA	NA	NA	NA	NA	NA	OTU_12983
OTU_13258	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Rhodanobacteraceae	g:Luteibacter	OTU_13258
OTU_13299	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_13299
OTU_13412	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_13412
OTU_14512	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_14512
OTU_15511	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_15511
OTU_17653	d:Bacteria	p:candidate_division_WPS-2	g:WPS-2_genera_incertae_sedis	NA	NA	NA	OTU_17653
OTU_18021	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_18021
OTU_20086	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Curtobacterium	OTU_20086
OTU_22616	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_22616
OTU_23661	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Neorhizobium	OTU_23661
OTU_23742	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	NA	NA	NA	OTU_23742
OTU_24430	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	NA	OTU_24430
OTU_27995	NA	NA	NA	NA	NA	NA	OTU_27995
OTU_29887	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	f:Erwiniaceae	g:Pantoea	OTU_29887
OTU_32722	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Neorhizobium	OTU_32722
